,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13
5, , , , , ,투땅, ,좌안, ,2,1,0,1,0.313,브리또,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
6, , , , , , , , , ,0,0,0,0,0.278,박계원,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
7,우중3, , ,중안, ,4구, ,투희번, ,2,2,1,0,0.353,에레라,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
8,중비, , ,좌비, ,좌안, ,4구, ,3,1,1,1,0.240,이호준,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
9, ,2안, ,2유병, ,3안, ,우2, ,4,3,1,1,0.262,안재만,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
10, ,1희번, , ,2비,1땅, ,1파, ,3,0,0,0,0.238,최태원,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
11, ,2땅, , ,투번, ,삼진, ,투번,4,0,0,0,0.179,송재익,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
12, ,2땅, , ,유땅, , , , ,2,0,0,0,0.157,강성우,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
13, , , , , , ,좌2, , ,1,1,0,0,0.219,김경기,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
14, , , , , , , , ,유땅,1,0,0,0,0.220,양용모,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,SK,두산,,,,,
0,3땅, ,4구, ,삼진, ,유땅, , ,3,0,0,1,0.286,정수근,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
1,4구, ,좌2, ,좌홈, ,3땅, , ,3,2,1,2,0.290,장원진,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
2,우안, ,2땅, ,우비, , ,2땅, ,4,1,1,0,0.292,우즈,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
3,1땅, ,2땅, , ,2땅, ,투땅, ,4,0,1,0,0.350,심재학,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
4,삼진, ,우비, , ,2비, ,유땅, ,4,0,0,0,0.307,김동주,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
5, ,삼진, ,좌비, ,우중2, , ,3땅,4,1,0,0,0.282,안경현,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
6, ,우2, ,중안, ,고4, , ,우비,3,2,0,0,0.268,홍성흔,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
7, ,1땅, , , , , , , ,1,0,0,0,0.208,송원국,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
8, , , ,32병, , , , , ,1,0,0,0,0.000,정원석,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
9, , , , , ,2땅, , , ,1,0,0,0,0.188,이도형,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
10, , , , , , , , , ,0,0,0,0,0.238,이종민,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
11, , , , , , , , ,삼진,1,0,0,0,0.000,유필선,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
12, ,삼진, , ,2땅, ,유땅, , ,3,0,0,0,0.201,김민호,구장 : 잠실,"관중 : 6,989",2001.09.02(일),개시 : 14:00,경기시간 : 2:43,두산,SK,,,,,
0,3번,중안, ,2땅,투직, , ,삼진, ,5,1,1,0,0.278,김수연,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
1,중비,2땅, , ,중안,우안, , , ,4,2,0,1,0.288,이영우,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
2, , , , , , , ,유비, ,1,0,0,0,0.283,장종훈,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
3,삼진, ,유비, ,중안,포파, , ,우중안,5,2,0,2,0.321,김종석,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
4, ,우중홈,중안, ,중홈,2유병, , ,우중홈,5,4,6,3,0.348,데이비스,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,조효상,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
6, ,4구,4구, ,중비, ,우중홈, , ,2,1,1,2,0.319,김태균,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
7, , , , , , , , , ,0,0,0,0,0.114,방진호,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
8, , , , , , , , ,우2,1,1,0,1,0.250,임주택,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
9, , , , , , , , , ,0,0,0,0,0.193,황우구,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
10, ,투희번,1비, ,4구, ,유땅, ,3안,3,1,0,0,0.258,송지만,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
11, , , , , , , , , ,0,0,0,0,0.228,신국환,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
12, ,2비, ,3땅,4구, ,우비, ,중희비,3,0,1,0,0.270,백재호,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
13, ,우중안, ,2땅,3땅, ,우비, ,삼진,5,1,1,1,0.265,강석천,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
14, ,중안, ,투안,사구, , , , ,2,2,0,0,0.249,강인권,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
15, , , , , , , ,삼진, ,1,0,0,0,0.227,조정권,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
16, , , , , , , , ,1땅,1,0,0,0,0.221,조경택,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,한화,롯데,,,,,
0,삼진, ,중안, ,2땅,1비, ,2비, ,5,1,0,0,0.345,김주찬,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
1,2땅, ,투번, ,좌중2, ,1땅, ,좌안,5,2,0,1,0.297,김대익,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
2,좌안, , ,중비,2땅, ,2땅, ,사구,4,1,0,0,0.313,김민재,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
3,2땅, , ,4구, ,우홈,3실, , ,3,1,1,1,0.350,호세,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
4, , , , , , , , ,1파,1,0,0,0,0.193,조성환,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
5, ,좌안, ,삼진, ,유실,우중안, ,우안,5,3,1,1,0.305,조경환,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
6, ,2비, ,4구, ,중비,삼진, ,유병,4,0,0,0,0.257,박정태,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
7, ,삼진, ,4구, ,좌2, ,좌2, ,3,2,0,1,0.264,얀,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
8, , ,유땅,좌비, , , , , ,2,0,0,0,0.295,최기문,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
9, , , , , ,유땅, , , ,1,0,1,0,0.146,박경진,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
10, , , , , , , ,1땅, ,1,0,0,0,0.267,허문회,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
11, , , , , , , , , ,0,0,0,0,0.250,김진수,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
12, , ,중비, ,우비, , , , ,2,0,0,0,0.252,이계성,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
13, , , , , ,좌2, , , ,1,1,1,0,0.292,박현승,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
14, , , , , , , , , ,0,0,0,0,0.333,권오현,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
15, , , , , , , ,1비, ,1,0,0,0,0.268,임재철,구장 : 사직,"관중 : 16,633",2001.09.02(일),개시 : 14:01,경기시간 : 3:29,롯데,한화,,,,,
0,좌비,우비, , ,좌중안, ,4구, ,중비,4,1,0,0,0.279,강동우,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
1,중비, ,중안, ,좌비, ,중비, , ,4,1,0,1,0.286,박한이,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
2,유비, ,우안, ,우안, ,삼진, , ,4,2,0,0,0.286,이승엽,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
3, ,중안,유2병, ,우비, ,1직, , ,4,1,0,1,0.299,마해영,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
4, ,4구,유땅, , ,좌안, ,중비, ,3,1,0,2,0.282,마르티네,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
5, ,우비, ,1땅, ,우안, ,삼진, ,4,1,0,0,0.299,바에르가,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
6, , , , , , , , , ,0,0,0,0,0.267,정경배,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
7, ,1안, ,중비, ,우비, ,우비, ,4,1,1,0,0.297,김한수,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
8, ,1땅, ,중비, ,삼진, , , ,3,0,0,0,0.299,진갑용,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
9, , , , , , , , ,유땅,1,0,0,0,0.264,김동수,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
10, ,좌안, , ,2땅, , , , ,2,1,1,0,0.257,김재걸,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
11, , , , , ,좌안, , , ,1,1,1,0,0.300,장영균,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
12, , , , , , , , ,중비,1,0,0,0,0.189,김태균,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,삼성,현대,,,,,
0,2땅,투비, ,중비, ,2땅, ,삼진, ,5,0,0,0,0.320,전준호,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
1, , , , , , , , , ,0,0,0,0,0.320,장정석,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
2,삼진,유비, ,우비, ,2땅, , , ,4,0,0,0,0.252,박종호,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
3,우중홈, ,좌중안, ,포땅, ,좌안, , ,4,3,1,3,0.266,박재홍,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
4,4구, ,우홈, ,우2, ,좌비, , ,3,2,2,2,0.314,이숭용,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
5,좌비, ,유안, ,좌비, ,좌비, , ,4,1,0,0,0.290,심정수,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
6, ,우안,삼진, ,4구, ,우중홈, , ,3,2,2,2,0.234,전근표,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
7, ,삼진,삼진, ,좌중홈, ,우비, , ,4,1,3,1,0.259,박경완,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
8, ,4구, ,삼진,우비, , ,중비, ,3,0,0,0,0.244,퀸란,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
9, ,4구, , , , , , , ,0,0,0,0,0.289,박진만,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
10, , , ,좌홈, ,1파, ,3땅, ,3,1,1,1,0.278,채종국,구장 : 수원,"관중 : 3,650",2001.09.02(일),개시 : 14:00,경기시간 : 3:12,현대,삼성,,,,,
0,좌안,유안, , ,우비, ,투희번, ,삼진,4,2,0,2,0.337,이종범,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
1,3땅,우홈, , ,유땅, ,좌희비, , ,3,1,4,1,0.246,장일현,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
2,좌중안,1땅, , ,우안, ,2땅, , ,4,2,1,0,0.312,장성호,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
3,좌안, ,유땅, ,우비, , ,삼진, ,4,1,0,0,0.302,산토스,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
4,투땅, ,삼진, , ,우비, ,3땅, ,4,0,0,0,0.267,홍세완,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
5,투땅, ,삼진, , , , , , ,2,0,0,0,0.263,이동수,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
6, , , , , ,2땅, ,삼진, ,2,0,0,0,0.266,김경언,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
7, ,좌비, ,삼진, ,삼진, , ,중안,4,1,0,0,0.268,김창희,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
8, ,2땅, ,2땅, , ,사구, ,좌안,3,1,0,1,0.264,김상훈,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
9, ,4구, ,삼진, , ,좌안, ,삼진,3,1,0,1,0.285,김종국,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,KIA,SK,,,,,
0,3땅, ,1땅, , ,유땅, ,우중안,우비,5,1,0,0,0.272,채종범,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
1,우안, ,우안, , ,좌비, ,3파, ,4,2,0,0,0.293,윤재국,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
2, , , , , , , , , ,0,0,0,0,0.157,강성우,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
3,좌비, ,삼진, , ,중비, , , ,3,0,0,0,0.250,양현석,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
4, , , , , , , , ,1파,1,0,0,0,0.286,정상호,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
5,삼진, , ,1땅, , ,1땅, ,우2,4,1,0,1,0.352,에레라,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
6, ,3땅, ,1비, , ,유땅, , ,3,0,0,0,0.236,이호준,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
7, , , , , , , , ,4구,0,0,0,1,0.219,김경기,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
8, ,유땅, ,투땅, , ,삼진, , ,3,0,0,0,0.260,안재만,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
9, , , , , , , , ,좌안,1,1,1,0,0.500,김동건,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
10, ,중안, , ,삼진, , , , ,2,1,0,0,0.224,양용모,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
11, , , , , , , ,3땅,우안,2,1,0,0,0.262,이진영,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
12, ,중비, , ,4구, , , , ,1,0,0,0,0.177,송재익,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
13, , , , , , , ,4구, ,0,0,0,0,0.242,조원우,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
14, , , , , , , , ,4구,0,0,1,0,0.000,신주일,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
15, , ,4구, ,2유병, , , , ,1,0,0,0,0.237,최태원,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
16, , , , , , , ,삼진, ,1,0,0,0,0.000,조병찬,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
17, , , , , , , , , ,0,0,0,0,0.278,박계원,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
18, , , , , , , , ,1파,1,0,0,0,0.250,추성건,구장 : 인천,"관중 : 3,117",2001.09.04(화),개시 : 18:31,경기시간 : 2:55,SK,KIA,,,,,
0,중비, ,1유병, ,4구, ,우비, ,좌안,4,1,0,1,0.286,정수근,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
1,삼진, ,유땅, ,투유병, ,1땅, ,좌비,5,0,0,0,0.286,장원진,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
2,4구, , ,우안,삼진, ,유땅, ,2땅,4,1,0,1,0.291,우즈,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
3,좌비, , ,중홈, ,좌홈, ,유땅,우안,5,3,5,2,0.354,심재학,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
4, , , , , , , , , ,0,0,0,0,0.000,김성균,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
5, ,좌비, ,우비, ,2땅, ,2땅,유직,5,0,0,0,0.302,김동주,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
6, ,우안, ,중안, ,4구, ,중안, ,3,3,0,1,0.288,안경현,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
7, ,중비, ,2비, ,좌중2, ,4구, ,3,1,1,0,0.268,홍성흔,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
8, ,삼진, ,4구, , , , , ,1,0,0,0,0.000,정원석,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
9, , , , , ,삼진, , , ,1,0,0,0,0.238,최훈재,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
10, , , , , , , ,중비, ,1,0,0,0,0.236,이종민,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
11, , ,중안,좌비, ,삼진, , , ,3,1,0,0,0.203,김민호,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
12, , , , , , , , ,4구,0,0,0,1,0.261,전상렬,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,두산,삼성,,,,,
0,중안, ,2땅,중비,좌비, , , , ,4,1,0,0,0.279,강동우,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
1, , , , , , ,중안,좌안, ,2,2,2,1,0.297,김종훈,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
2,1땅, ,삼진, ,4구,우중2,4구,1땅, ,4,1,0,2,0.286,박한이,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
3,중비, ,4구, ,4구,중비,2땅,4구, ,3,0,1,1,0.284,이승엽,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
4,좌안, ,중안, ,우중안,4구,우안,1땅, ,5,4,2,1,0.305,마해영,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
5,우비, ,좌비, ,투안,유땅,1땅, , ,5,1,0,1,0.281,마르티네,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
6, ,삼진, ,3안,중안,중비, ,중안, ,5,3,1,2,0.301,김한수,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
7, ,삼진, , , , , , , ,1,0,0,0,0.255,김재걸,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
8, , , ,우비, , , , , ,1,0,0,0,0.286,장영균,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
9, , , , , , , , , ,0,0,0,0,0.267,정경배,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
10, , , , ,투비, , , , ,1,0,0,0,0.295,바에르가,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
11, , , , , , ,좌안,4구, ,1,1,0,1,0.247,김승권,구장 : 시민,"관중 : 4,169",2001.09.04(화),개시 : 18:30,경기시간 : 3:54,삼성,두산,,,,,
